    483840, 3328985996,     1584313686823868
2908189018, 2926443356,  8510722160967081908
1031989883, 3485856671,  3597369354898528885
1589292733,   40936964,    65003642788831732
1373079715,   31363075,    43111232579111401
1532956854,  222003226,   340321468821534669
 478906425, 2031944434,   980802715605516315
1993261805, 1689240265,  3369696741993263561
1325922462, 2822497616,  3742448046262376288
2791617356,  211315737,   589935060979422936
1034199675, 1524994741,  1578750396794128119
  70814216, 3383113619,   239762187179019351
 527701054,  672147536,   355203491798509408
 248166429, 3660292020,   909240299803895652
2295306513, 2954462048,  6781398631876437552
3513804706, 3499680161, 12297217750844274354
2896378713, 3265478021,  9458054653980739453
1635745986,  196605975,   321595252396491365
2960771424, 1211019408,  3586087280782364096
3694835128,  145269265,   537005217242245176
 524864574, 2339962646,  1233267427586664857
3514658210, 2325502229,  8182197561866040394
1190958221, 1050082941,  1250604030016739481
3341276558, 1414683304,  4726848321053229588
 214182425, 1473334959,   315825613914334487
1095424642, 4015235550,  4398387983383117533
2216516360, 2722122564,  6034177901500793120
2064918774, 3169773945,  6545325728498216090
1419817641, 2653425468,  3762244148207142556
3162123640, 1291103897,  4082630154748012500
3129834869,  219444762,   686825996757152519
4171764209, 3056807788, 12752571364036138092
2920662364, 1169497739,  3415684087926130351
 556384322, 1823630553,  1011701628196179094
2104121594,  729374806,  1534665787849550093
1507322547, 3517975971,  5302768573474242345
3850814411, 1709989067,  6591382249615230457
4186175987, 2036048626,  8531448281849542569
1975341291,  869329511,  1717222477671618513
  56891398, 3797049796,   217890742324196440
3389197716, 4127042027, 13987358041664164551
2235511562,  450577461,  1006154965427501314
3892036559, 1308160667,  5091413724804281125
 106493964, 2414021919,   263345508161036467
3401973653, 1817502936,  6187178589050744508
4078817766,   28848131,   117633994192356785
3917942739, 3939195861, 15433543853567900559
2978933603, 1518792373,  4526341828838455039
1152843401, 1310322844,  1510520849258464556
3396219284, 3801433029, 12912468996886487716
1177327756,  194904087,   229475376655651427
1395282086,  239003164,   333523368265140420
2146003199, 2930813789,  6289535766890998195
2223682825, 3786496963,  8418033822543284443
 363182635, 2042808051,   747967031159704785
 706447956, 2791823692,  1972665635080900844
